ReferenceID,Historic_Name,Duplicate?,Other_Name_s_,Other ID,Code Count,MATCH,NHRP GIS,NHRP 07_2024,NHL DB 07_2024,Primary Form,Form Year,Form Preparer,period metadata scrape,date metadata scrape,period text scrape,date text scrape,Periods_of_Significance,IGL Eras DRAFT,"Significant Years - Form, Date Ranges","Significant Years - Form, Specific",Significant Years - Metadata,bc,non standard period,Web PDF,OneDrive PDF,OneDrive PDF,Asset Link,Multiple_Name,Notes,NHRP_Listing_Date,NHL_Date,NHL_Year,Federal_Agency,National_Park,City,County,State,NHL Office,Address,Restricted,Significant_Person,Architect,Request_Type,Status,Secondary_Code,Areas_of_Significance_Metadata,Areas_of_Signifance_Nomination_Forms,Acknowledged,Multiculturalism,Erasure,Valorization,Colonization,Nation_Building,Settler_Colonization,Slavery,State_Formation,Racial_Capitalism,LAT,LON
66000924,White House of the Confederacy,,Brockenbrough Mansion;Museum of the Confederacy;Dr. John Bro,,6,,66000924,66000924,66000924,NRHP Nomination,1972,,1850-1874,1861;1865,,,1850-1874,,1861-1865,,1861;1864,,,https://npgallery.nps.gov/NRHP/GetAsset/4101c238-3152-48be-96b8-ade07cd692c8,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000924_White House of the Confederacy.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000924_White House of the Confederacy.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=4101c238-3152-48be-96b8-ade07cd692c8,,,10/15/1966,12/19/1960,1960,,,Richmond (Independent City),Richmond,VA,Midatlantic,Clay and 12th Sts.,0,"Davis,Jefferson",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,MILITARY;POLITICS/GOVERNMENT,,0,0,1,0,0,1,1,1,1,1,37.540877,-77.429443
76002133,"White, David, House",,,,4,,76002133,76002133,76002133,NRHP Nomination,1974,James Sheire,1900-1924;1925-1949,1910;1925,,,1900-1924;1925-1949,,1910-1925,,1910;1925,,,https://npgallery.nps.gov/NRHP/GetAsset/2cf9ba84-ea3d-471c-85e7-60156c6a714c,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76002133_White, David, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76002133_White, David, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=2cf9ba84-ea3d-471c-85e7-60156c6a714c,,,1/7/1976,1/7/1976,1976,,,Washington,District of Columbia,DC,Midatlantic,"1459 Girard St., NW",0,"White,David",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,SCIENCE,,0,0,1,0,0,1,1,0,1,0,38.9255704,-77.03428
76000964,"White, Edward Douglass, House",,Edward Douglass White Louisiana State Commemorative Area,,4,,76000964,76000964,76000964,NRHP Nomination,1974,George R. Adams,1900-1924;1875-1899;1850-1874;1825-1849,1790;1845;1921,,,1900-1924;1875-1899;1850-1874;1825-1849,,1845-1921,,1790;1845;1921,,,https://npgallery.nps.gov/NRHP/GetAsset/5e4ada7e-f6a9-4be9-af8a-47cd3c51e7cb,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000964_White, Edward Douglass, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/76000964_White, Edward Douglass, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/5e4ada7e-f6a9-4be9-af8a-47cd3c51e7cb,,,12/8/1976,12/8/1976,1976,,,Thibodaux,Lafourche,LA,Southeast,5 mi. N of Thibodaux on LA 1,0,"White,Edward Douglass",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,LAW;POLITICS/GOVERNMENT,,0,0,1,1,0,0,1,0,1,0,29.8243045,-90.911462
71000318,"White, William Allen, House",,Red Rocks; KHRI # 111-1660-00001,,3,,71000318,71000318,71000318,NRHP Nomination,1969,Sarah Martin,1900-1924;1875-1899;1925-1949,1899;1944,,,1900-1924;1875-1899;1925-1949,,,1880's; 1900,1899;1944,,,https://npgallery.nps.gov/NRHP/GetAsset/64f55010-de54-4450-ba51-de79077d250e,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71000318_White, William Allen, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71000318_White, William Allen, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/64f55010-de54-4450-ba51-de79077d250e,,,5/14/1971,5/11/1976,1976,,,Emporia,Lyon,KS,Plains/Midwest,927 Exchange St.,0,"White,William Allen","Gillette,Almerin; Wight &amp; Wight (1920's rehab)",Single,Listed,NATIONAL HISTORIC LANDMARK; ADDITIONAL DOCUMENTATION,LITERATURE;POLITICS/GOVERNMENT;ARCHITECTURE;COMMUNICATIONS;SOCIAL HISTORY,,0,0,1,0,0,1,1,0,0,0,38.4095654,-96.175399
66000350,Whiteford (Price) Archeological Site,,Whiteford Site;Price Site,,2,,66000350,66000350,66000350,NRHP Nomination,1974,,1499-1000 AD,1000;1350,,,1499-1000,,1000-1350,,1000;1350,x,,https://npgallery.nps.gov/NRHP/GetAsset/fe0121cb-f6e5-48ad-b75b-9c30b35fc33d,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000350_Whiteford (Price) Archeological Site.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000350_Whiteford (Price) Archeological Site.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/fe0121cb-f6e5-48ad-b75b-9c30b35fc33d,,,10/15/1966,7/19/1964,1964,,,Salina,Saline,KS,Plains/Midwest,E of Salina,0,,,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,PREHISTORIC,,0,0,1,0,0,0,1,0,0,0,38.8608468,-97.526906
66000387,Whitehall,,,,4,,66000387,66000387,66000387,NRHP Nomination,1972,,1750-1799,1764;1769,,,1750-1799,,1764-1767,,1764;1769,,,https://npgallery.nps.gov/NRHP/GetAsset/f8f495ea-a3c1-49da-8d5d-a793be703c27,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000387_Whitehall.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000387_Whitehall.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=f8f495ea-a3c1-49da-8d5d-a793be703c27,,,10/15/1966,10/9/1960,1960,,,Annapolis,Anne Arundel,MD,Midatlantic,Off St. Margaret's Rd.,0,,"Rawlings,John; Anderson,Joseph Horatio",Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,ARCHITECTURE,,0,0,1,0,0,0,1,1,1,0,39.0042123,-76.4265
97001277,"Whitfield, Henry, House",,"Old Stone House, Henry Whitfield State Historical Museum",,2,,97001277,97001277,97001277,NHL Nomination,1986,Jan Cunningham,1925-1949;1900-1924;1875-1899,1897;1902;1932,,,1925-1949;1900-1924;1875-1899,,1897-1939,1902; 1932; 1937,1897;1902;1932,,,https://npgallery.nps.gov/NRHP/GetAsset/e1346b18-a991-4221-ac96-53dc0f30d242,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97001277_Whitfield, Henry, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/97001277_Whitfield, Henry, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=e1346b18-a991-4221-ac96-53dc0f30d242,,,9/25/1997,9/25/1997,1997,,,Guilford,New Haven,CT,New England,248 Old Whitfield St.,0,,"Isham, Norman M.; Kelly, J. Frederick",Single,Listed,NATIONAL HISTORIC LANDMARK,CONSERVATION;SOCIAL HISTORY;ARCHITECTURE,,0,0,1,0,0,0,1,0,0,0,41.2779818,-72.674716
66000461,"Whitman, Walt, House",,,,3,,66000461,66000461,66000461,NRHP Nomination,1974,Richard Greenwood,1875-1899,1884;1892,,,1875-1899,,1884-1892,,1884;1892,,,https://npgallery.nps.gov/NRHP/GetAsset/8b445058-0649-49a6-a660-f7a51c41830d,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000461_Whitman, Walt, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000461_Whitman, Walt, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=8b445058-0649-49a6-a660-f7a51c41830d,,,10/15/1966,12/29/1962,1962,,,Camden,Camden,NJ,Midatlantic,330 Mickle St.,0,"Whitman,Walt",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,LITERATURE,,0,0,1,0,0,1,1,0,0,0,39.9424981,-75.123459
66000792,"Whittier, John Greenleaf, House",,,,3,,66000792,66000792,66000792,NRHP Nomination,1969,,1875-1899;1850-1874;1825-1849,1811;1836;1892,,,1825-1849;1850-1874;1875-1899,,1836-1892,1811,1811;1836;1892,,,https://npgallery.nps.gov/NRHP/GetAsset/96023134-c16f-4fbb-8ad4-f2b0d73a8acb,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000792_Whittier, John Greenleaf, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000792_Whittier, John Greenleaf, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=96023134-c16f-4fbb-8ad4-f2b0d73a8acb,,,10/15/1966,12/29/1962,1962,,,Amesbury,Essex,MA,New England,86 Friend St.,0,"Whittier,John Greenleaf",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,LITERATURE,,1,0,0,0,0,0,1,1,0,0,42.8557624,-70.935062
70000353,"Wilder, Laura Ingalls, House",,Rocky Ridge Farm,,3,,70000353,70000353,70000353,NRHP Nomination,1986,Dr. Page Putnam Miller,1875-1899;1900-1924;1925-1949,1895;1932,,,1875-1899;1900-1924;1925-1949,,1932-1943,1932,1895;1932,,,https://npgallery.nps.gov/NRHP/GetAsset/b6b7468f-65c8-4eb3-b700-0c7de5fc3c9e,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000353_Wilder, Laura Ingalls, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/70000353_Wilder, Laura Ingalls, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=b6b7468f-65c8-4eb3-b700-0c7de5fc3c9e,,,5/19/1970,7/17/1991,1991,,,Mansfield,Wright,MO,Plains/Midwest,1 mi. E of Mansfield on U.S. Business 60,0,"Wilder,Laura Ingalls","Wilder,Almanzo",Single,Listed,NATIONAL HISTORIC LANDMARK,LITERATURE,,0,0,1,0,0,1,1,0,0,0,37.0994889,-92.556279
89000461,Willard Memorial Chapel-Welch Memorial Hall,,,,2,,89000461,89000461,89000461,NHL Nomination,1986,William E. Krattinger,1875-1899,1892;1894,,,1875-1899,,1892-1894,1892; 1894,1892;1894,,,https://npgallery.nps.gov/NRHP/GetAsset/497c8ed8-c9ad-4233-a001-59cf52abacfe,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/89000461_Willard Memorial Chapel--Welch Memorial Hall.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/89000461_Willard Memorial Chapel--Welch Memorial Hall.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=497c8ed8-c9ad-4233-a001-59cf52abacfe,,,6/8/1989,4/5/2005,2005,,,Auburn,Cayuga,NY,Midatlantic,17--19 Nelson St.,0,,"Tiffany Glass &amp; Decorating Co.; Warner,A.J.",Single,Listed,DATE RECEIVED/PENDING NOMINATION; NATIONAL HISTORIC LANDMARK,ART;ARCHITECTURE,,0,0,1,0,0,0,1,0,0,0,42.9371595,-76.563127
66000798,"Willard, Emma, House",,,,2,,66000798,66000798,66000798,NRHP Nomination,1972,,1800-1824,1809;1814;1819,,,1800-1824,,1814-1819,1809,1809;1814;1819,,,https://npgallery.nps.gov/NRHP/GetAsset/01f212cc-f32f-428d-93fe-079707b5b8c9,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000798_Willard, Emma, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000798_Willard, Emma, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=01f212cc-f32f-428d-93fe-079707b5b8c9,,,10/15/1966,12/21/1965,1965,,,Middlebury,Addison,VT,New England,Middlebury College campus,0,"Willard,Emma",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,Education,,0,0,1,0,0,0,1,0,0,0,44.0075655,-73.174243
66000318,"Willard, Frances, House",,Rest Cottage,,3,,66000318,66000318,66000318,NRHP Nomination,1974,Blanche Higgins Gohroer,1875-1899;1850-1874,,,,1875-1899;1850-1874,,1865-1898,,,,,https://npgallery.nps.gov/NRHP/GetAsset/ef7c39d7-4f2c-4c77-8d3c-8815e4d49325,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000318_Willard, Frances, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000318_Willard, Frances, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/ef7c39d7-4f2c-4c77-8d3c-8815e4d49325,,,10/15/1966,6/23/1965,1965,,,Evanston,Cook,IL,Great Lakes,1730 Chicago Ave.,0,"Willard,Frances","Willard,Josiah",Single,Listed,NATIONAL HISTORIC LANDMARK; ADDITIONAL DOCUMENTATION,SOCIAL HISTORY,,0,0,1,0,0,1,1,0,0,0,42.0483439,-87.679272
66000612,William Howard Taft National Historic Site,,See Also:Mt. Auburn Historic District,,3,,66000612,66000612,66000612,National Survey,1957,,1825-1849,1842;1877;1964,,,1825-1849,,,,1842;1877;1964,,,https://npgallery.nps.gov/NRHP/GetAsset/db75eb69-22bd-452c-a230-275ea899fb09/66000612_Text.pdf/66000612_Text.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000612_William Howard Taft National Historic Site.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000612_William Howard Taft National Historic Site.pdf,https://npgallery.nps.gov/NRHP/AssetDetail/db75eb69-22bd-452c-a230-275ea899fb09,,,10/15/1966,12/31/1999,1999,NATIONAL PARK SERVICE,William Howard Taft,Cincinnati,Hamilton,OH,Great Lakes,2038 Auburn Ave.,0,"Taft,William Howard",Unknown,Single,Listed,ADDITIONAL DOCUMENTATION; ADDITIONAL DOCUMENTATION; NATIONAL HISTORIC LANDMARK,LAW;POLITICS/GOVERNMENT;ARCHITECTURE,,0,0,1,0,0,0,1,0,1,0,39.1196904,-84.508433
82002618,WILLIAM M. BLACK (dredge),,Dredge WILLIAM M. BLACK,,4,,82002618,82002618,82002618,NRHP Nomination,1986,Kevin J. Foster,1925-1949,1934,,,1925-1949,,1934-1941,1934,1934,,,https://npgallery.nps.gov/NRHP/GetAsset/91b7770a-3ec8-4ba7-a09f-7e84292249ff,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/82002618_WILLIAM M. BLACK (dredge).pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/82002618_WILLIAM M. BLACK (dredge).pdf,https://npgallery.nps.gov/NRHP/AssetDetail/91b7770a-3ec8-4ba7-a09f-7e84292249ff,,,4/12/1982,4/27/1992,1992,,,Dubuque,Dubuque,IA,Plains/Midwest,E. 2nd St.,0,,Marietta Manufacturing Co.,Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE;TRANSPORTATION;MARITIME HISTORY;ENGINEERING,,0,1,1,0,0,1,1,0,0,0,42.4955785,-90.660522
98001190,"Williams, Austin F., Carriagehouse and House",,See also: Farmington Historic District,,3,,98001190,98001190,98001190,NHL Nomination,1986,Jan Cunningham,1825-1849;1850-1874,1841,,,1825-1849;1850-1874,,1841-1865,1841,1841,,,https://npgallery.nps.gov/NRHP/GetAsset/3018aaa5-d04c-4fea-b9d6-d8330d8e726c,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/98001190_Williams, Austin F., Carriagehouse and House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/98001190_Williams, Austin F., Carriagehouse and House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=3018aaa5-d04c-4fea-b9d6-d8330d8e726c,,,8/5/1998,8/5/1998,1998,,,Farmington,Hartford,CT,New England,127 Main Street,0,"Williams, Austin F.","Wells, Chauncy; Skinner, Cephas",Single,Listed,NATIONAL HISTORIC LANDMARK,SOCIAL HISTORY,,1,0,0,0,0,0,1,1,0,0,41.7227525,-72.827529
75000655,"Williams, Dr. Daniel Hale, House",,,,2,,75000655,75000655,75000655,NRHP Nomination,1972,,1900-1924;1925-1949,1905;1929,,,1900-1924;1925-1949,,1856-1931; 1905-1929,,1905;1929,,,https://npgallery.nps.gov/NRHP/GetAsset/4cdfbeaa-b6a0-48fc-93a3-d74f9ae199e0,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75000655_Williams, Dr. Daniel Hale, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/75000655_Williams, Dr. Daniel Hale, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/4cdfbeaa-b6a0-48fc-93a3-d74f9ae199e0,,,5/15/1975,6/15/1975,1975,,,Chicago,Cook,IL,Great Lakes,445 E. 42nd St.,0,"Williams,Dr. Daniel Hale",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,HEALTH/MEDICINE,,0,0,1,0,0,0,1,0,0,0,41.8187634,-87.615307
71001012,"Williams, William, House",,,,3,,71001012,71001012,71001012,NRHP Nomination,1968,,1800-1824;1750-1799,1755;1811,,,1800-1824;1750-1799,,1755-1811,,1755;1811,,,https://npgallery.nps.gov/NRHP/GetAsset/d2b30f58-b904-42bf-8e58-e74266c50900,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71001012_Williams, William, House.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/71001012_Williams, William, House.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=d2b30f58-b904-42bf-8e58-e74266c50900,,,11/11/1971,11/11/1971,1971,,,Lebanon,New London,CT,New England,Jct. of CT 87 and 207,0,"Williams,William",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,POLITICS/GOVERNMENT,,0,0,1,0,0,0,1,0,1,0,41.6362038,-72.212311
66000925,Williamsburg Historic District,,,,6,,66000925,66000925,66000925,NRHP Nomination,1972,,1650-1699;1700-1749;1750-1799;1925-1949,1699;1779;1927,,,1650-1699;1700-1749;1750-1799;1925-1949,,1699-1779,,1699;1779;1927,,,https://npgallery.nps.gov/NRHP/GetAsset/2912a58d-1450-4160-92c7-db31b7dd516c,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000925_Williamsburg Historic District.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000925_Williamsburg Historic District.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=2912a58d-1450-4160-92c7-db31b7dd516c,,,10/15/1966,10/9/1960,1960,,,Williamsburg (Independent City),Williamsburg,VA,Midatlantic,"Bounded by Francis, Waller, Nicholson, N. England, Lafayette, and Nassau Sts.",0,,Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,CONSERVATION;POLITICS/GOVERNMENT;ARCHITECTURE,,0,0,1,0,1,1,1,1,1,0,37.2625916,-76.699437
66000147,Wilson Dam,,,,3,,66000147,66000147,66000147,NRHP Nomination,1974,Polly M. Rettig,1925-1949,1925;1933,,,1925-1949,,,1925; 1933,1925;1933,,,https://npgallery.nps.gov/NRHP/GetAsset/d12d8f8a-9bae-4704-a8f5-9cc795488407,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000147_Wilson Dam.pdf,https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000147_Wilson Dam.pdf,https://npgallery.nps.gov/NRHP/AssetDetail?assetID=d12d8f8a-9bae-4704-a8f5-9cc795488407,,,11/13/1966,11/13/1966,1966,TENNESSEE VALLEY AUTHORITY,,Florence,Colbert,AL,Southeast,Tennessee River on AL 133,0,,Army Corps of Engineers,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,INDUSTRY;COMMERCE;TRANSPORTATION,,0,0,1,0,0,0,1,0,0,1,34.8011419,-87.627159
66000926,"Wilson, Woodrow, Birthplace",,The Manse,,5,,66000926,66000926,66000926,NRHP Nomination,1972,,1850-1874,1856;1857,,,1850-1874,,1856-1857,,1856;1857,,,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/59/6791/41679159/content/electronic-records/rg-079/NPS_VA/66000926_NHL.pdf,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000926_Wilson, Woodrow, Birthplace.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/66000926_Wilson, Woodrow, Birthplace.pdf",https://npgallery.nps.gov/NRHP/AssetDetail?assetID=564128ee-d104-4d81-840d-e5512f3c921b,,,10/15/1966,7/19/1964,1964,,,Staunton (Independent City),Staunton,VA,Midatlantic,N. Coalter St. between Beverly and Frederick Sts.,0,"Wilson,Woodrow",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK; NATIONAL HISTORIC LANDMARK BOUNDARY APPROVED,POLITICS/GOVERNMENT,,0,0,1,0,0,1,1,1,1,0,38.1504612,-79.068887
79000746,"Wilson, Woodrow, Boyhood Home",,,,3,,79000746,79000746,79000746,NRHP Nomination,1974,Dr. Elizabeth A. Lyon,1825-1849,1840,,,1825-1849,,,1840,1840,,,https://npgallery.nps.gov/NRHP/GetAsset/54281664-89c9-455b-9697-8b562267b123,"https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/79000746_Wilson, Woodrow, Boyhood Home.pdf","https://uoregon-my.sharepoint.com/:b:/r/personal/infographics_uoregon_edu/Documents/National%20Historic%20Landmarks%20-%20Pulido/Nomination%20Form%20PDFs/79000746_Wilson, Woodrow, Boyhood Home.pdf",https://npgallery.nps.gov/NRHP/AssetDetail/54281664-89c9-455b-9697-8b562267b123,,,2/28/1979,10/6/2008,2008,,,Augusta,Richmond,GA,Southeast,419 7th St.,0,"Wilson,Woodrow",Unknown,Single,Listed,NATIONAL HISTORIC LANDMARK,ARCHITECTURE;SOCIAL HISTORY,,0,0,1,0,0,0,1,0,1,0,33.4716954,-81.965189
